id,product_name,buyer_cost,seller_cost,buyer_target,seller_target,buyer_emotion,seller_emotion,success,turns,savings,reward
2,A 4 bedroom single family house for rent in central Fremont,3200,1878,1920,3200,neutral,happy,True,7,0.40468986384266264,0.13737345790143582
2,A 4 bedroom single family house for rent in central Fremont,3200,1878,1920,3200,neutral,sad,True,8,0.39334341906202724,0.1277320623685093
2,A 4 bedroom single family house for rent in central Fremont,3200,1878,1920,3200,neutral,surprise,True,7,0.3895612708018154,0.13223800153128867
2,A 4 bedroom single family house for rent in central Fremont,3200,1878,1920,3200,neutral,neutral,True,8,0.43116490166414523,0.14001399144240442
3,Sectional Couch,585,408,444,585,anger,anger,True,6,0.5084745762711864,0.18213409209346532
3,Sectional Couch,585,408,444,585,anger,disgust,True,6,0.480225988700565,0.17201553142160614
3,Sectional Couch,585,408,444,585,anger,fear,True,6,0.5480225988700564,0.19630007703406815
3,Sectional Couch,585,408,444,585,anger,happy,True,6,0.536723163841808,0.19225265276532452
3,Sectional Couch,585,408,444,585,anger,sad,True,6,0.3954802259887006,0.1416598494060286
3,Sectional Couch,585,408,444,585,anger,surprise,True,6,0.3954802259887006,0.1416598494060286
3,Sectional Couch,585,408,444,585,anger,neutral,True,6,0.4689265536723164,0.16796810715286248
3,Sectional Couch,585,408,444,585,disgust,anger,True,6,0.5084745762711864,0.18213409209346532
3,Sectional Couch,585,408,444,585,disgust,disgust,True,7,0.5254237288135594,0.17835701098421172
3,Sectional Couch,585,408,444,585,disgust,fear,True,7,0.5649717514124294,0.19178173224108788
3,Sectional Couch,585,408,444,585,disgust,happy,True,6,0.536723163841808,0.19225265276532452
3,Sectional Couch,585,408,444,585,disgust,sad,True,7,0.559322033898305,0.18986391491867696
3,Sectional Couch,585,408,444,585,disgust,surprise,True,7,0.5536723163841808,0.18794609759626613
3,Sectional Couch,585,408,444,585,disgust,neutral,True,7,0.5254237288135594,0.17835701098421172
3,Sectional Couch,585,408,444,585,fear,anger,True,7,0.3559322033898305,0.12082249131188535
3,Sectional Couch,585,408,444,585,fear,disgust,True,5,0.3954802259887006,0.15155763013337767
3,Sectional Couch,585,408,444,585,fear,fear,True,5,0.4406779661016949,0.16887850214862082
3,Sectional Couch,585,408,444,585,fear,happy,True,6,0.3502824858757062,0.12547015233105388
3,Sectional Couch,585,408,444,585,fear,sad,True,6,0.3954802259887006,0.1416598494060286
3,Sectional Couch,585,408,444,585,fear,surprise,True,7,0.3559322033898305,0.12082249131188535
3,Sectional Couch,585,408,444,585,fear,neutral,True,7,0.4406779661016949,0.14958975114804854
3,Sectional Couch,585,408,444,585,happy,anger,True,6,0.3502824858757062,0.12547015233105388
3,Sectional Couch,585,408,444,585,happy,disgust,True,7,0.3898305084745763,0.13232939524635062
3,Sectional Couch,585,408,444,585,happy,fear,True,6,0.3672316384180791,0.1315412887341694
3,Sectional Couch,585,408,444,585,happy,happy,True,6,0.4124293785310734,0.1477309858091441
3,Sectional Couch,585,408,444,585,happy,sad,True,7,0.4406779661016949,0.14958975114804854
3,Sectional Couch,585,408,444,585,happy,surprise,True,6,0.4406779661016949,0.15784954648100327
3,Sectional Couch,585,408,444,585,happy,neutral,True,6,0.4406779661016949,0.15784954648100327
3,Sectional Couch,585,408,444,585,sad,anger,True,6,0.5254237288135594,0.18820522849658086
3,Sectional Couch,585,408,444,585,sad,disgust,True,6,0.5536723163841808,0.19832378916844
3,Sectional Couch,585,408,444,585,sad,fear,True,7,0.576271186440678,0.19561736688590964
3,Sectional Couch,585,408,444,585,sad,happy,True,8,0.576271186440678,0.18713496542828412
3,Sectional Couch,585,408,444,585,sad,sad,True,6,0.5254237288135594,0.18820522849658086
3,Sectional Couch,585,408,444,585,sad,surprise,True,7,0.5536723163841808,0.18794609759626613
3,Sectional Couch,585,408,444,585,sad,neutral,True,6,0.5536723163841808,0.19832378916844
3,Sectional Couch,585,408,444,585,surprise,anger,True,6,0.3672316384180791,0.1315412887341694
3,Sectional Couch,585,408,444,585,surprise,disgust,True,6,0.3559322033898305,0.12749386446542574
3,Sectional Couch,585,408,444,585,surprise,fear,True,6,0.5649717514124294,0.2023712134371837
3,Sectional Couch,585,408,444,585,surprise,happy,True,7,0.3559322033898305,0.12082249131188535
3,Sectional Couch,585,408,444,585,surprise,sad,True,6,0.5536723163841808,0.19832378916844
3,Sectional Couch,585,408,444,585,surprise,surprise,True,7,0.5254237288135594,0.17835701098421172
3,Sectional Couch,585,408,444,585,surprise,neutral,True,7,0.3559322033898305,0.12082249131188535
3,Sectional Couch,585,408,444,585,neutral,anger,True,6,0.4689265536723164,0.16796810715286248
3,Sectional Couch,585,408,444,585,neutral,disgust,True,7,0.5028248587570622,0.1706857416945682
3,Sectional Couch,585,408,444,585,neutral,fear,True,6,0.5084745762711864,0.18213409209346532
3,Sectional Couch,585,408,444,585,neutral,happy,True,7,0.5254237288135594,0.17835701098421172
3,Sectional Couch,585,408,444,585,neutral,sad,True,6,0.5254237288135594,0.18820522849658086
3,Sectional Couch,585,408,444,585,neutral,surprise,True,6,0.5536723163841808,0.19832378916844
3,Sectional Couch,585,408,444,585,neutral,neutral,True,6,0.4915254237288136,0.17606295569034983
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,anger,True,9,0.4590818363273453,0.143587610198415
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,disgust,True,8,0.499001996007984,0.16204301632424506
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,fear,True,8,0.47904191616766467,0.15556129567127527
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,happy,True,8,0.47904191616766467,0.15556129567127527
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,sad,True,7,0.5189620758483033,0.17616357919630465
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,surprise,True,7,0.5189620758483033,0.17616357919630465
4,Beautiful Cherry Hutch,1000,499,600,1000,anger,neutral,True,8,0.5189620758483033,0.16852473697721485
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,anger,True,8,0.47904191616766467,0.15556129567127527
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,disgust,True,8,0.499001996007984,0.16204301632424506
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,fear,True,7,0.499001996007984,0.16938805691952372
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,happy,True,8,0.47904191616766467,0.15556129567127527
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,sad,True,7,0.5189620758483033,0.17616357919630465
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,surprise,True,8,0.499001996007984,0.16204301632424506
4,Beautiful Cherry Hutch,1000,499,600,1000,disgust,neutral,True,7,0.41916167664670656,0.1422859678123999
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,anger,True,8,0.469061876247505,0.15232043534479037
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,disgust,True,7,0.4590818363273453,0.1558370123659618
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,fear,True,7,0.5389221556886228,0.18293910147308562
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,happy,True,8,0.499001996007984,0.16204301632424506
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,sad,True,7,0.47904191616766467,0.16261253464274278
4,Beautiful Cherry Hutch,1000,499,600,1000,fear,surprise,True,8,0.43912175648702595,0.14259785436533567
